lemma	category	level
unclefucker	asm	conservative
unclefuckers	asm	conservative
unfuckable	asm	conservative
vag	asf	conservative
vags	asf	conservative
virgin	qas	inclusive
virgins	qas	inclusive
wang	asm	inclusive
wangs	asm	inclusive
wanker	asm	conservative
wankers	asm	conservative
watermelon felon	ps	conservative
weenie	asm	inclusive
weenies	asm	inclusive
weirdo	qas	inclusive
weirdos	qas	inclusive
wench	pr	inclusive
wenches	pr	inclusive
wetback	ps	conservative
wetbacks	ps	conservative
whigger	ps	conservative
whiggers	ps	conservative
white devil	ps	conservative
white nigger	ps	conservative
white power	ps	conservative
white trash	is	conservative
whiteskin	ps	inclusive
whiteskinned	ps	inclusive
whiteskins	ps	inclusive
whitey	ps	conservative
whiteys	ps	conservative
whitoid	ps	conservative
whitoids	ps	conservative
whore	pr	conservative
whoreface	pr	inclusive
whorefaces	pr	inclusive
whorefucker	asm	conservative
whorefuckers	asm	conservative
whorehouse	pr	inclusive
whorehouses	pr	inclusive
whores	pr	conservative
wigger	ps	conservative
wiggers	ps	conservative
wog	ps	conservative
wogs	ps	conservative
woolly-headed	ps	conservative
wop	ps	conservative
wops	ps	conservative
worthless	qas	conservative
wuss	qas	inclusive
wusses	qas	inclusive
yank	ps	inclusive
yanks	ps	inclusive
yard ape	ps	conservative
yarpie	ps	inclusive
yarpies	ps	inclusive
yellow nigger	ps	conservative
yid	ps	conservative
yids	ps	conservative
yobbo	is	inclusive
yobbos	is	inclusive
ziggaboo	ps	conservative
ziggaboos	ps	conservative
zio	ps	conservative
ziojew	ps	conservative
ziojews	ps	conservative
zionist entity	ps	inclusive
zios	ps	conservative
zip coon	ps	conservative
zipperhead	ps	conservative
zipperheads	ps	conservative
